"Survived","Pclass","Sex","Age","Embarked","Fare_unit","Alone"
"Surv","1st","male",34,"Southampton",26.55,"Alone"
"No Surv","3rd","male",28,"Southampton",7.50833333333333,"Alone"
"Surv","3rd","male",26,"Southampton",7.061975,"Alone"
"Surv","3rd","male",29,"Queenstown",7.75,"Alone"
"No Surv","3rd","male",32,"Southampton",8.05,"Alone"
"Surv","1st","male",36,"Southampton",26.2875,"Alone"
"Surv","1st","female",54,"Cherbourg",29.7,"In company"
"No Surv","3rd","male",24,"Southampton",7.4958,"Alone"
"No Surv","1st","male",47,"Southampton",34.0208,"Alone"
"Surv","2nd","female",34,"Southampton",10.5,"Alone"
"No Surv","3rd","male",26,"Queenstown",8.05,"Alone"
"Surv","2nd","female",36,"Southampton",13,"In company"
"No Surv","3rd","male",32,"Southampton",7.8958,"Alone"
"Surv","1st","female",30,"Southampton",23.375,"Alone"
"No Surv","3rd","male",22,"Southampton",7.8958,"Alone"
"No Surv","3rd","male",22.5,"Cherbourg",7.225,"Alone"
"Surv","1st","female",44,"Cherbourg",28.9896,"In company"
"No Surv","3rd","male",25,"Cherbourg",7.2292,"Alone"
"No Surv","3rd","male",40.5,"Queenstown",7.75,"Alone"
"Surv","2nd","female",50,"Southampton",10.5,"Alone"
"No Surv","1st","male",38,"Southampton",55.4448,"Alone"
"No Surv","3rd","male",39,"Southampton",7.925,"Alone"
"No Surv","2nd","male",23,"Southampton",11.5,"In company"
"Surv","2nd","female",2,"Southampton",8.66666666666667,"In company"
"No Surv","3rd","male",25,"Cherbourg",7.2292,"Alone"
"No Surv","3rd","male",17,"Cherbourg",7.2292,"In company"
"Surv","3rd","female",24,"Cherbourg",7.45276666666667,"In company"
"No Surv","3rd","female",30,"Southampton",8.6625,"Alone"
"Surv","2nd","female",7,"Southampton",8.75,"In company"
"No Surv","1st","male",45,"Southampton",26.55,"Alone"
"Surv","1st","female",30,"Cherbourg",35.475,"Alone"
"No Surv","3rd","male",21,"Southampton",7.25,"Alone"
"Surv","1st","female",22,"Cherbourg",49.5,"In company"
"Surv","1st","female",36,"Southampton",35.5,"In company"
"No Surv","3rd","female",9,"Southampton",4.46785714285714,"In company"
"No Surv","3rd","female",11,"Southampton",4.46785714285714,"In company"
"Surv","2nd","male",32,"Southampton",13,"In company"
"No Surv","1st","male",50,"Cherbourg",35.475,"In company"
"No Surv","1st","male",64,"Southampton",26,"Alone"
"Surv","2nd","female",19,"Southampton",13,"In company"
"Surv","2nd","male",20,"Cherbourg",13.8625,"Alone"
"No Surv","3rd","male",33,"Southampton",6.84166666666667,"In company"
"Surv","2nd","male",8,"Southampton",9.1875,"In company"
"Surv","1st","male",17,"Cherbourg",27.720825,"In company"
"No Surv","2nd","male",27,"Southampton",13,"Alone"
"No Surv","3rd","male",26,"Queenstown",7.8292,"Alone"
"Surv","3rd","male",22,"Cherbourg",7.225,"Alone"
"Surv","3rd","female",22,"Southampton",7.775,"Alone"
"No Surv","1st","male",62,"Southampton",26.55,"Alone"
"Surv","1st","female",48,"Cherbourg",39.6,"In company"
"No Surv","1st","male",32.5,"Cherbourg",45.505,"Alone"
"Surv","1st","female",39,"Southampton",26.55,"In company"
"Surv","3rd","female",36,"Southampton",8.7,"In company"
"No Surv","3rd","male",65,"Queenstown",7.75,"Alone"
"No Surv","3rd","male",40,"Southampton",7.8958,"Alone"
"No Surv","2nd","male",28,"Southampton",13.5,"Alone"
"No Surv","3rd","male",32,"Southampton",8.05,"Alone"
"No Surv","3rd","female",23,"Southampton",8.05,"Alone"
"No Surv","3rd","male",24,"Southampton",8.05,"In company"
"No Surv","3rd","male",19,"Southampton",7.8958,"Alone"
"No Surv","3rd","female",29,"Southampton",4.215,"In company"
"No Surv","3rd","male",25,"Cherbourg",7.2292,"Alone"
"Surv","3rd","male",32,"Southampton",7.8542,"Alone"
"Surv","2nd","male",62,"Southampton",10.5,"Alone"
"Surv","1st","female",53,"Southampton",25.7396,"In company"
"Surv","1st","male",36,"Southampton",26.3875,"Alone"
"Surv","3rd","female",24,"Queenstown",7.75,"Alone"
"No Surv","3rd","male",16,"Southampton",8.05,"Alone"
"No Surv","3rd","male",19,"Southampton",7.25,"Alone"
"Surv","2nd","female",34,"Southampton",13,"Alone"
"Surv","1st","female",39,"Southampton",27.95,"In company"
"No Surv","3rd","female",14.5,"Cherbourg",7.22915,"In company"
"Surv","3rd","male",32,"Southampton",7.925,"Alone"
"Surv","2nd","female",25,"Southampton",15,"In company"
"Surv","1st","female",39,"Cherbourg",27.720825,"In company"
"No Surv","2nd","male",54,"Southampton",13,"Alone"
"No Surv","1st","male",36,"Cherbourg",40.125,"Alone"
"No Surv","3rd","male",33,"Cherbourg",8.7125,"Alone"
"Surv","1st","female",18,"Southampton",26.55,"In company"
"No Surv","2nd","male",47,"Southampton",15,"Alone"
"Surv","1st","male",60,"Cherbourg",39.6,"In company"
"No Surv","3rd","male",22,"Southampton",8.05,"Alone"
"No Surv","3rd","male",32,"Southampton",8.05,"Alone"
"No Surv","3rd","male",35,"Southampton",7.125,"Alone"
"Surv","1st","female",52,"Cherbourg",39.13335,"In company"
"No Surv","3rd","male",47,"Southampton",7.25,"Alone"
"No Surv","3rd","female",21,"Queenstown",7.75,"In company"
"No Surv","2nd","male",37,"Southampton",13,"In company"
"No Surv","3rd","male",36,"Southampton",8.05,"In company"
"Surv","2nd","female",20,"Southampton",11,"Alone"
"No Surv","3rd","male",49,"Southampton",2.165625,"Alone"
"No Surv","3rd","male",22.5,"Cherbourg",7.225,"Alone"
"Surv","1st","male",49,"Cherbourg",28.4646,"In company"
"Surv","2nd","female",24,"Southampton",13.5,"In company"
"No Surv","3rd","male",21,"Southampton",7.8958,"Alone"
"No Surv","1st","male",42,"Southampton",21.2,"Alone"
"No Surv","3rd","male",44,"Southampton",8.05,"Alone"
"Surv","1st","male",35,"Cherbourg",26.55,"Alone"
"No Surv","3rd","male",36,"Southampton",7.775,"In company"
"No Surv","3rd","male",30,"Southampton",7.8958,"Alone"
"Surv","1st","male",27,"Southampton",30.5,"Alone"
"Surv","2nd","female",22,"Cherbourg",10.3948,"In company"
"Surv","1st","female",40,"Southampton",51.1541666666667,"Alone"
"No Surv","3rd","female",39,"Southampton",4.46785714285714,"In company"
"No Surv","3rd","male",23,"Southampton",7.05,"Alone"
"Surv","3rd","female",18,"Queenstown",7.75,"In company"
"No Surv","3rd","male",65,"Queenstown",7.75,"Alone"
"No Surv","3rd","male",35,"Southampton",8.05,"Alone"
"Surv","2nd","female",24,"Southampton",13,"In company"
"No Surv","3rd","male",34,"Southampton",4.8,"In company"
"No Surv","3rd","female",26,"Southampton",8.05,"In company"
"Surv","2nd","female",4,"Southampton",9.75,"In company"
"No Surv","2nd","male",26,"Southampton",10.5,"Alone"
"No Surv","3rd","male",27,"Cherbourg",7.2271,"In company"
"Surv","1st","male",42,"Southampton",26.2771,"In company"
"Surv","3rd","male",20,"Cherbourg",5.24723333333333,"In company"
"No Surv","3rd","male",21,"Southampton",7.8542,"Alone"
"No Surv","3rd","male",21,"Southampton",8.05,"Alone"
"No Surv","1st","male",61,"Southampton",32.3208,"Alone"
"No Surv","2nd","male",57,"Queenstown",12.35,"Alone"
"Surv","1st","female",21,"Southampton",25.9861,"Alone"
"No Surv","3rd","male",26,"Southampton",7.8958,"Alone"
"No Surv","3rd","male",25,"Queenstown",7.7333,"Alone"
"Surv","1st","male",80,"Southampton",30,"Alone"
"No Surv","3rd","male",51,"Southampton",7.0542,"Alone"
"Surv","1st","male",32,"Cherbourg",30.5,"Alone"
"No Surv","1st","male",40,"Southampton",26.55,"Alone"
"No Surv","3rd","female",9,"Southampton",4.65,"In company"
"Surv","2nd","female",28,"Southampton",13,"Alone"
"No Surv","3rd","male",32,"Southampton",7.925,"Alone"
"No Surv","2nd","male",31,"Southampton",8.75,"In company"
"No Surv","3rd","female",41,"Southampton",5.66964285714286,"In company"
"No Surv","3rd","male",30,"Southampton",8.05,"In company"
"No Surv","3rd","male",20,"Southampton",7.8542,"Alone"
"Surv","1st","female",24,"Cherbourg",34.65,"Alone"
"No Surv","3rd","female",2,"Southampton",4.65,"In company"
"Surv","3rd","male",32,"Southampton",7.061975,"Alone"
"Surv","3rd","female",0.75,"Cherbourg",4.814575,"In company"
"Surv","1st","male",48,"Cherbourg",25.5764,"In company"
"No Surv","3rd","male",19,"Southampton",7.8958,"Alone"
"Surv","1st","male",56,"Cherbourg",35.5,"Alone"
"No Surv","3rd","male",24,"Southampton",7.55,"Alone"
"Surv","3rd","female",23,"Southampton",7.55,"Alone"
"No Surv","3rd","male",21,"Southampton",7.8958,"Alone"
"Surv","2nd","female",18,"Southampton",11.5,"In company"
"No Surv","3rd","male",21,"Southampton",8.4333,"Alone"
"Surv","3rd","female",19,"Queenstown",7.8292,"Alone"
"No Surv","3rd","female",18,"Queenstown",6.75,"Alone"
"No Surv","2nd","male",24,"Southampton",10.5,"In company"
"No Surv","3rd","male",21,"Southampton",7.8958,"Alone"
"No Surv","3rd","female",32,"Queenstown",7.75,"In company"
"No Surv","2nd","male",23,"Southampton",13,"Alone"
"No Surv","1st","male",58,"Cherbourg",37.7583333333333,"In company"
"Surv","1st","male",50,"Southampton",66.825,"In company"
"No Surv","3rd","male",40,"Cherbourg",7.225,"Alone"
"No Surv","1st","male",47,"Southampton",25.5875,"Alone"
"No Surv","3rd","male",36,"Southampton",7.4958,"Alone"
"Surv","3rd","male",20,"Southampton",7.925,"In company"
"No Surv","2nd","male",32,"Southampton",10.5,"In company"
"No Surv","2nd","male",25,"Southampton",13,"Alone"
"No Surv","3rd","male",26,"Southampton",7.775,"Alone"
"No Surv","3rd","male",43,"Southampton",8.05,"Alone"
"Surv","1st","female",35,"Southampton",26,"In company"
"Surv","2nd","female",40,"Southampton",13,"In company"
"No Surv","1st","male",31,"Southampton",26,"In company"
"No Surv","2nd","male",70,"Southampton",10.5,"Alone"
"Surv","2nd","male",31,"Southampton",13,"Alone"
"No Surv","2nd","male",49,"Southampton",13,"Alone"
"No Surv","3rd","male",18,"Southampton",7.775,"Alone"
"No Surv","3rd","male",24.5,"Southampton",8.05,"Alone"
"Surv","3rd","female",18,"Southampton",9.8417,"Alone"
"No Surv","3rd","female",43,"Southampton",5.8625,"In company"
"Surv","1st","male",36,"Cherbourg",128.0823,"In company"
"No Surv","3rd","female",21,"Queenstown",8.1375,"Alone"
"Surv","1st","male",27,"Cherbourg",25.5764,"Alone"
"No Surv","3rd","male",20,"Southampton",9.225,"Alone"
"No Surv","3rd","male",14,"Southampton",5.8625,"In company"
"No Surv","2nd","male",60,"Southampton",13,"In company"
"No Surv","2nd","male",25,"Cherbourg",10.3948,"In company"
"No Surv","3rd","male",14,"Southampton",5.66964285714286,"In company"
"No Surv","3rd","male",19,"Southampton",10.1708,"Alone"
"No Surv","3rd","male",18,"Southampton",7.7958,"Alone"
"Surv","1st","female",15,"Southampton",52.834375,"In company"
"Surv","1st","male",31,"Southampton",28.5,"In company"
"Surv","3rd","female",4,"Cherbourg",6.70835,"In company"
"Surv","3rd","male",32,"Southampton",7.061975,"Alone"
"No Surv","3rd","male",25,"Cherbourg",7.225,"Alone"
"No Surv","1st","male",60,"Southampton",26.55,"Alone"
"No Surv","2nd","male",52,"Southampton",13.5,"Alone"
"No Surv","3rd","male",44,"Southampton",8.05,"Alone"
"Surv","3rd","female",17,"Queenstown",7.7333,"Alone"
"No Surv","1st","male",49,"Cherbourg",27.720825,"In company"
"No Surv","3rd","male",42,"Southampton",7.65,"Alone"
"Surv","1st","female",18,"Cherbourg",45.505,"In company"
"Surv","1st","male",35,"Southampton",26.2875,"Alone"
"No Surv","3rd","female",18,"Cherbourg",7.2271,"In company"
"No Surv","3rd","male",25,"Queenstown",7.7417,"Alone"
"No Surv","3rd","male",26,"Southampton",7.8542,"In company"
"No Surv","2nd","male",39,"Southampton",13,"Alone"
"Surv","2nd","female",45,"Southampton",13.5,"Alone"
"Surv","1st","male",42,"Southampton",26.2875,"Alone"
"Surv","1st","female",22,"Southampton",25.2583333333333,"Alone"
"Surv","3rd","male",12,"Cherbourg",5.08193333333333,"In company"
"Surv","1st","female",24,"Cherbourg",49.5042,"Alone"
"No Surv","1st","male",42,"Southampton",26.55,"Alone"
"Surv","1st","male",48,"Southampton",26,"In company"
"No Surv","3rd","male",29,"Southampton",9.4833,"Alone"
"No Surv","2nd","male",52,"Southampton",6.5,"Alone"
"No Surv","3rd","male",19,"Southampton",7.65,"Alone"
"Surv","1st","female",38,"Cherbourg",45.505,"Alone"
"Surv","2nd","female",27,"Southampton",10.5,"Alone"
"No Surv","3rd","male",26,"Queenstown",7.75,"Alone"
"No Surv","3rd","male",33,"Southampton",7.775,"Alone"
"Surv","2nd","female",6,"Southampton",11,"In company"
"No Surv","3rd","male",17,"Southampton",7.0542,"In company"
"No Surv","2nd","male",34,"Southampton",13,"Alone"
"No Surv","2nd","male",50,"Southampton",13,"Alone"
"Surv","1st","male",27,"Southampton",26.55,"In company"
"No Surv","3rd","male",20,"Southampton",8.6625,"Alone"
"Surv","2nd","female",30,"Southampton",10.5,"In company"
"Surv","3rd","female",17,"Queenstown",7.7375,"Alone"
"No Surv","2nd","male",25,"Southampton",13,"In company"
"No Surv","3rd","female",25,"Southampton",7.925,"In company"
"Surv","1st","female",29,"Southampton",52.834375,"Alone"
"No Surv","3rd","male",11,"Cherbourg",9.39375,"Alone"
"No Surv","2nd","male",49,"Southampton",13,"Alone"
"No Surv","2nd","male",23,"Southampton",13,"Alone"
"No Surv","2nd","male",23,"Southampton",13,"Alone"
"No Surv","3rd","male",28.5,"Southampton",8.05,"Alone"
"No Surv","3rd","female",48,"Southampton",6.875,"In company"
"Surv","1st","male",35,"Cherbourg",128.0823,"Alone"
"No Surv","3rd","male",21,"Southampton",7.8958,"Alone"
"No Surv","3rd","male",21,"Southampton",7.8958,"Alone"
"Surv","1st","male",52,"Southampton",30,"Alone"
"No Surv","1st","male",36,"Southampton",26.2833333333333,"In company"
"Surv","1st","female",21,"Cherbourg",37.4821428571429,"In company"
"No Surv","3rd","male",24,"Southampton",8.05,"In company"
"Surv","3rd","male",31,"Southampton",7.925,"Alone"
"No Surv","1st","male",70,"Southampton",35.5,"In company"
"No Surv","3rd","male",16,"Southampton",6.75,"In company"
"Surv","2nd","female",30,"Southampton",13,"Alone"
"No Surv","1st","male",19,"Southampton",26.55,"In company"
"No Surv","3rd","male",31,"Queenstown",7.75,"Alone"
"Surv","2nd","female",4,"Southampton",7.66666666666667,"In company"
"Surv","3rd","male",6,"Southampton",6.2375,"In company"
"No Surv","3rd","male",33,"Southampton",9.5,"Alone"
"No Surv","3rd","male",23,"Southampton",7.8958,"Alone"
"Surv","2nd","female",48,"Southampton",13,"In company"
"Surv","2nd","male",0.67,"Southampton",7.25,"In company"
"No Surv","3rd","male",28,"Southampton",7.7958,"Alone"
"No Surv","2nd","male",18,"Southampton",11.5,"Alone"
"No Surv","3rd","male",34,"Southampton",8.05,"Alone"
"Surv","1st","female",33,"Southampton",28.8333333333333,"Alone"
"No Surv","3rd","male",21,"Southampton",7.25,"Alone"
"No Surv","3rd","male",41,"Southampton",7.125,"Alone"
"Surv","3rd","male",20,"Cherbourg",7.2292,"Alone"
"Surv","1st","female",36,"Southampton",30,"In company"
"No Surv","3rd","male",16,"Southampton",7.775,"Alone"
"Surv","1st","female",51,"Southampton",25.9861,"In company"
"No Surv","1st","male",56,"Cherbourg",39.6,"Alone"
"No Surv","3rd","female",30.5,"Queenstown",7.75,"Alone"
"No Surv","3rd","male",34.5,"Queenstown",8.05,"In company"
"No Surv","3rd","male",32,"Southampton",8.3625,"Alone"
"No Surv","3rd","male",24,"Southampton",9.5,"Alone"
"No Surv","3rd","male",48,"Southampton",7.8542,"Alone"
"No Surv","2nd","female",57,"Southampton",5.25,"Alone"
"No Surv","3rd","male",22.5,"Cherbourg",7.225,"Alone"
"Surv","2nd","female",54,"Southampton",11.5,"In company"
"No Surv","3rd","male",18,"Southampton",7.75,"Alone"
"No Surv","3rd","male",65,"Queenstown",7.75,"Alone"
"Surv","3rd","female",5,"Southampton",6.2375,"Alone"
"No Surv","3rd","male",25,"Queenstown",7.7375,"Alone"
"Surv","1st","female",43,"Southampton",52.834375,"In company"
"Surv","3rd","female",13,"Cherbourg",7.2292,"Alone"
"Surv","1st","female",17,"Southampton",28.5,"In company"
"No Surv","1st","male",29,"Southampton",30,"Alone"
"No Surv","3rd","male",33,"Southampton",5.8625,"In company"
"No Surv","3rd","male",25,"Southampton",7.05,"Alone"
"No Surv","3rd","male",25,"Southampton",7.25,"Alone"
"Surv","3rd","female",18,"Southampton",7.4958,"Alone"
"No Surv","3rd","male",8,"Queenstown",4.85416666666667,"In company"
"Surv","3rd","male",1,"Southampton",5.14375,"In company"
"No Surv","1st","male",46,"Cherbourg",39.6,"Alone"
"No Surv","3rd","male",65,"Queenstown",7.75,"Alone"
"No Surv","2nd","male",16,"Southampton",13,"Alone"
"No Surv","3rd","female",9,"Southampton",6.32272727272727,"In company"
"No Surv","1st","male",45,"Cherbourg",30.6958,"Alone"
"No Surv","3rd","male",25,"Southampton",7.8958,"Alone"
"No Surv","2nd","male",39,"Southampton",13,"Alone"
"Surv","1st","female",49,"Southampton",25.9292,"Alone"
"Surv","3rd","female",31,"Southampton",8.6833,"Alone"
"No Surv","3rd","male",30,"Cherbourg",7.2292,"Alone"
"No Surv","3rd","female",30,"Southampton",8.05,"In company"
"No Surv","2nd","male",34,"Southampton",6.5,"Alone"
"Surv","2nd","female",31,"Southampton",8.75,"In company"
"Surv","1st","male",11,"Southampton",30,"In company"
"Surv","3rd","male",0.42,"Cherbourg",4.25835,"In company"
"Surv","3rd","male",27,"Southampton",6.975,"Alone"
"No Surv","3rd","male",31,"Southampton",7.775,"Alone"
"No Surv","1st","male",39,"Southampton",26.55,"Alone"
"No Surv","3rd","female",18,"Southampton",7.775,"Alone"
"No Surv","2nd","male",39,"Southampton",13,"Alone"
"Surv","1st","female",33,"Southampton",26.55,"In company"
"No Surv","3rd","male",26,"Southampton",7.8875,"Alone"
"No Surv","3rd","male",39,"Southampton",8.05,"Alone"
"No Surv","2nd","male",35,"Southampton",10.5,"Alone"
"No Surv","3rd","female",6,"Southampton",4.46785714285714,"In company"
"No Surv","3rd","male",30.5,"Southampton",8.05,"Alone"
"No Surv","1st","male",40,"Southampton",13.275,"Alone"
"No Surv","3rd","female",23,"Southampton",7.925,"Alone"
"No Surv","2nd","male",31,"Cherbourg",12.3347333333333,"In company"
"No Surv","3rd","male",43,"Southampton",6.45,"Alone"
"No Surv","3rd","male",10,"Southampton",4.65,"In company"
"Surv","1st","female",52,"Southampton",23.375,"In company"
"Surv","3rd","male",27,"Southampton",8.6625,"Alone"
"No Surv","1st","male",38,"Southampton",26.55,"Alone"
"Surv","3rd","female",27,"Southampton",6.2375,"In company"
"No Surv","3rd","male",2,"Southampton",5.66964285714286,"In company"
"No Surv","3rd","male",24,"Queenstown",6.95,"Alone"
"No Surv","3rd","male",28,"Southampton",7.061975,"Alone"
"Surv","2nd","male",1,"Cherbourg",12.3347333333333,"In company"
"Surv","3rd","male",24,"Queenstown",7.75,"Alone"
"Surv","1st","female",62,"Southampton",40,"Alone"
"Surv","3rd","female",15,"Cherbourg",7.2271,"In company"
"Surv","2nd","male",0.83,"Southampton",6.25,"In company"
"No Surv","3rd","male",25,"Cherbourg",7.2292,"Alone"
"No Surv","3rd","male",23,"Southampton",7.8542,"Alone"
"No Surv","3rd","male",18,"Southampton",8.3,"Alone"
"Surv","1st","female",39,"Cherbourg",27.7194333333333,"In company"
"No Surv","3rd","male",21,"Southampton",8.6625,"Alone"
"No Surv","3rd","male",32,"Southampton",8.05,"Alone"
"Surv","3rd","male",32,"Southampton",7.061975,"Alone"
"Surv","1st","male",32,"Cherbourg",29.7,"Alone"
"No Surv","3rd","male",20,"Southampton",7.925,"Alone"
"No Surv","2nd","male",16,"Southampton",5.25,"Alone"
"Surv","1st","female",30,"Cherbourg",15.5,"Alone"
"No Surv","3rd","male",34.5,"Cherbourg",6.4375,"Alone"
"No Surv","3rd","male",17,"Southampton",8.6625,"Alone"
"No Surv","3rd","male",42,"Southampton",7.55,"Alone"
"No Surv","3rd","male",11,"Southampton",6.32272727272727,"In company"
"No Surv","3rd","male",35,"Cherbourg",7.8958,"Alone"
"No Surv","2nd","male",28,"Southampton",11,"In company"
"Surv","1st","female",52,"Cherbourg",44.5521,"In company"
"No Surv","3rd","male",4,"Southampton",4.46785714285714,"In company"
"No Surv","3rd","male",74,"Southampton",7.775,"Alone"
"No Surv","3rd","female",9,"Cherbourg",5.08193333333333,"In company"
"Surv","1st","female",16,"Southampton",19.7,"In company"
"No Surv","2nd","female",44,"Southampton",13,"In company"
"Surv","3rd","female",18,"Southampton",4.675,"In company"
"Surv","1st","female",45,"Southampton",41.216675,"In company"
"Surv","1st","male",51,"Southampton",26.55,"Alone"
"Surv","3rd","female",24,"Cherbourg",4.814575,"In company"
"No Surv","3rd","male",25,"Cherbourg",7.2292,"Alone"
"No Surv","3rd","male",41,"Southampton",7.05415,"In company"
"No Surv","2nd","male",21,"Southampton",11.5,"In company"
"Surv","1st","female",48,"Southampton",25.9292,"Alone"
"No Surv","3rd","female",9,"Southampton",6.32272727272727,"In company"
"No Surv","2nd","male",24,"Southampton",13,"Alone"
"Surv","2nd","female",42,"Southampton",13,"Alone"
"Surv","2nd","female",27,"Cherbourg",13.8583,"In company"
"No Surv","1st","male",31,"Southampton",50.4958,"Alone"
"No Surv","3rd","male",32.5,"Southampton",9.5,"Alone"
"Surv","3rd","male",4,"Southampton",3.7111,"In company"
"No Surv","3rd","male",26,"Southampton",7.8958,"Alone"
"Surv","1st","female",47,"Southampton",26.2771,"In company"
"No Surv","1st","male",33,"Southampton",5,"Alone"
"No Surv","3rd","male",47,"Southampton",9,"Alone"
"Surv","2nd","female",28,"Cherbourg",12,"In company"
"Surv","3rd","female",15,"Cherbourg",7.225,"Alone"
"No Surv","3rd","male",20,"Southampton",4.9229,"Alone"
"No Surv","3rd","male",19,"Southampton",7.8958,"Alone"
"No Surv","3rd","male",21,"Southampton",7.8958,"Alone"
"Surv","1st","female",56,"Cherbourg",27.7194333333333,"In company"
"Surv","2nd","female",25,"Southampton",13,"In company"
"No Surv","3rd","male",33,"Southampton",7.8958,"Alone"
"No Surv","3rd","female",22,"Southampton",10.5167,"Alone"
"No Surv","2nd","male",28,"Southampton",10.5,"Alone"
"No Surv","3rd","male",25,"Southampton",7.05,"Alone"
"No Surv","3rd","female",39,"Queenstown",4.85416666666667,"In company"
"No Surv","2nd","male",27,"Southampton",13,"Alone"
"Surv","1st","female",19,"Southampton",30,"Alone"
"No Surv","3rd","female",28,"Southampton",5.8625,"In company"
"Surv","1st","male",26,"Cherbourg",30,"Alone"
"No Surv","3rd","male",32,"Queenstown",7.75,"Alone"
